,Description,ASIN,Product Description,Manufacturer
3731,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 23 x 12 x 12 cm; 270 Grams ",,
3732,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 7 February 2023 ",,
3733,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SKYTONE ",,
3734,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BV358QKF ",,
3735,," Item model number
                                    ‏
                                        :
                                    ‎
                                 Open Flat Cosmetic Bag ",,
3736,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 China ",,
3737,," Department
                                    ‏
                                        :
                                    ‎
                                 womens ",,
3738,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SKYTONE, SKYTONE ",,
3739,," Packer
                                    ‏
                                        :
                                    ‎
                                 SKYTONE ",,
3740,," Importer
                                    ‏
                                        :
                                    ‎
                                 SKYTONE ",,
3741,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 270 g ",,
3742,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 23 x 12 x 12 Centimeters ",,
3743,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
3744,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Travel Accessory- Cosmetic Bag ",,
3745,,  Best Sellers Rank:  #974 in Beauty (See Top 100 in Beauty)   #5 in Cosmetic Bags  ,,
3746,, #5 in Cosmetic Bags,,
3747,,"  Customer Reviews:  

 
   4.0  4.0 out of 5 stars    
    216 ratings   


",,
3748,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
3749,,"

                Computers & Accessories
            
",,
3750,,"
             ›
         ",,
3751,,"

                Accessories & Peripherals
            
",,
3752,,"
             ›
         ",,
3753,,"

                Laptop Accessories
            
",,
3754,,"
             ›
         ",,
3755,,"

                Bags & Sleeves
            
",,
3756,,"
             ›
         ",,
3757,,"

                 Laptop Backpacks
             
",,
3758,,   ,,
3759,,      ,,
3760,,    ,,
3761,,    ,,
3762,,    ,,
3763,,    ,,
3764,,    ,,
3765,,    ,,
3766,,    ,,
3767,,    ,,
3768,,"  
 
 ",,
3769,,"  
 
 ",,
3770,,"  
 
 ",,
3771,, To view this video download   Flash Player   ,,
3772,," 
  







  
",,
3773,," 
  







  
",,
3774,," 
  







  
",,
3775,," 
  







  
",,
3776,," 
  

M 



  
",,
3777,," 
  

Medium 



  
",,
3778,," 
  

15 L 



  
",,
3779,," 
  

18 L 



  
",,
3780,," 
  

24 L 



  
",,
3781,," 
  

Casual 



  
",,
3782,," 
  

Casual - 15.6 Inch Laptop 



  
",,
3783,," 
  

Modern 



  
",,
3784,," 
  

Solid 



  
",,
3785,," 
  

Backpack + Foldable Laptop Table 



  
",,
3786,, Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag  ,,
3787,, It has 2 large compartments and 2 side pockets  ,,
3788,, Well-padded interior that keeps your laptop safe  ,,
3789,," Enough space for your other daily essentials like chargers, wallet, power bank, etc.  ",,
3790,, Compact and sleek design  ,,
3791,, Well-cushioned shoulder straps  ,,
3792,, Dimensions: LxWXH: 47 X 33 X 15 cm  ,,
3793,, Weight: 0.460 grams  ,,
3794,, Backpack ,,
3795,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
3796,,"

                Bags, Wallets and Luggage
            
",,
3797,,"
             ›
         ",,
3798,,"

                Bags & Backpacks
            
",,
3799,,"
             ›
         ",,
3800,,"

                Gym Bags
            
",,
3801,,"
             ›
         ",,
3802,,"

                 Sports Duffles
             
",,
3803,,   ,,
3804,,      ,,
3805,,    ,,
3806,,    ,,
3807,,    ,,
3808,,    ,,
3809,,    ,,
3810,,    ,,
3811,,"  
 
 ",,
3812,,"  
 
 ",,
3813,,"  
 
 ",,
3814,, To view this video download   Flash Player   ,,
3815,," 
  






  ₹327.00   


  
",,
3816,," 
  






  ₹367.00   


  
",,
3817,," 
  






  ₹367.00   


  
",,
3818,," 
  






  ₹389.00   


  
",,
3819,," 
  






  ₹318.00   


  
",,
3820,," Premium Durable Material - This bag is made of high quality,durable material.  ",,
3821,," Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.  ",,
3822,," Is Discontinued By Manufacturer
                                    ‏
                                        :
                                    ‎
                                 No ",,
3823,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 45 x 23 x 23 cm; 310 Grams ",,
3824,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 10 August 2018 ",,
3825,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Sfane ",,
3826,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B07GCR84D9 ",,
3827,," Item model number
                                    ‏
                                        :
                                    ‎
                                 ORANGEBLACK ",,
3828,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
3829,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex ",,
3830,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Sfane, Sfane Trends Pvt Limited ",,
3831,," Packer
                                    ‏
                                        :
                                    ‎
                                 Sfane Trends ",,
3832,," Importer
                                    ‏
                                        :
                                    ‎
                                 Sfane Trends ",,
3833,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 310 g ",,
3834,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 45 x 23 x 23 Centimeters ",,
3835,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
3836,,"  Best Sellers Rank:  #186 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)   #8 in Sports Duffles  ",,
3837,, #8 in Sports Duffles,,
3838,,"  Customer Reviews:  

 
   4.2  4.2 out of 5 stars    
    1,216 ratings   


",,
3839,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
3840,,"

                Computers & Accessories
            
",,
3841,,"
             ›
         ",,
3842,,"

                Accessories & Peripherals
            
",,
3843,,"
             ›
         ",,
3844,,"

                Laptop Accessories
            
",,
3845,,"
             ›
         ",,
3846,,"

                Bags & Sleeves
            
",,
3847,,"
             ›
         ",,
3848,,"

                 Laptop Messenger & Shoulder Bags
             
",,
3849,,      ,,
3850,,    ,,
3851,,    ,,
3852,,    ,,
3853,,    ,,
3854,,    ,,
3855,,    ,,
3856,,    ,,
3857,,    ,,
3858,,"  
 
 ",,
3859,,"  
 
 ",,
3860,, To view this video download   Flash Player   ,,
3861,,"  
 
 ",,
3862,," 
  






  ₹749.00   


  
",,
3863,," 
  






  ₹749.00   


  
",,
3864,," 
  






  ₹749.00   


  
",,
3865,," Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm  ",,
3866,, Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.  ,,
3867,," Removable, adjustable padded shoulder strap  ",,
3868,, HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.  ,,
3869,," PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea  ",,
3870,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 41.4 x 6.35 x 30.48 cm; 850 Grams ",,
3871,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 25 February 2020 ",,
3872,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagneeds ",,
3873,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0855F8174 ",,
3874,," Item part number
                                    ‏
                                        :
                                    ‎
                                 MESSENGER BAG-BAGNEEDS-BROWN-20 ",,
3875,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
3876,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex ",,
3877,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagneeds ",,
3878,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 850 g ",,
3879,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 41.4 x 6.4 x 30.5 Centimeters ",,
3880,," Included Components
                                    ‏
                                        :
                                    ‎
                                 Messenger Bag ",,
3881,,  Best Sellers Rank:  #454 in Computers & Accessories (See Top 100 in Computers & Accessories)   #3 in Laptop Messenger & Shoulder Bags  ,,
3882,, #3 in Laptop Messenger & Shoulder Bags,,
3883,,"  Customer Reviews:  

 
   4.1  4.1 out of 5 stars    
    4,428 ratings   


",,
3884,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
3885,,"

                Electronics
            
",,
3886,,"
             ›
         ",,
3887,,"

                Cameras & Photography
            
",,
3888,,"
             ›
         ",,
3889,,"

                Accessories
            
",,
3890,,"
             ›
         ",,
3891,,"

                Cases & Bags
            
",,
3892,,"
             ›
         ",,
3893,,"

                 Camera Cases
             
",,
3894,,   ,,
3895,,      ,,
3896,,    ,,
3897,,    ,,
3898,,    ,,
3899,,    ,,
3900,,    ,,
3901,,    ,,
3902,,    ,,
3903,,"  
 
 ",,
3904,,"  
 
 ",,
3905,,"  
 
 ",,
3906,, To view this video download   Flash Player   ,,
3907,," Dimension : External 26'' x 20'' x 15'' Cms. Internal Dimension 25"" x19 "" x 15 "" Fits 1 camera +1 spare lens + mobile phone + filter + SD card.  ",,
3908,," Multiple Accessory Pockets : to organize and keep memory cards, cables, lens caps, extra batteries, or other small accessories.  ",,
3909,," Detachable shoulder strap : adjustable and can also be worn cross-body. Made from durable fabric material, outfitted with a padded carry handle.  ",,
3910,, Fully Padded camera compartment : is with shock absorbent padding to protect your cameras and accessories.  ,,
3911,, Camera case ,,
3912,,Nikon Coolpix   /  Panasonic,,
3913,,Samsung  / Kodak ,,
3914,,Pentax X5 / Sony Alpha ,,
3915,,Olympus  / Fujifilm,,
3916,,  Dimension : External 26'' x 20'' x 15'' Cms.  ,,
3917,,"   Internal Dimension 25"" x19 "" x 15 ""  ",,
3918,,  The camera bag has two belt loops integrated into the back so you may wear it o for convenience   ,,
3919,,   Fits 1 camera +1 spare lens + mobile phone + filter + SD card.  ,,
3920,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
3921,,"

                Computers & Accessories
            
",,
3922,,"
             ›
         ",,
3923,,"

                Accessories & Peripherals
            
",,
3924,,"
             ›
         ",,
3925,,"

                Laptop Accessories
            
",,
3926,,"
             ›
         ",,
3927,,"

                Bags & Sleeves
            
",,
3928,,"
             ›
         ",,
3929,,"

                 Laptop Backpacks
             
",,
3930,,      ,,
3931,,    ,,
3932,,    ,,
3933,,    ,,
3934,,    ,,
3935,,    ,,
3936,,    ,,
3937,,    ,,
3938,,    ,,
3939,,"  
 
 ",,
3940,,"  
 
 ",,
3941,,"  
 
 ",,
3942,, To view this video download   Flash Player   ,,
3943,," Outer Material : Nylon, Color: Pink, Water Resistant  ",,
3944,," Dimensions: 29.5x41.5x14.5 cm (LxWxH), Capacity: 18 Litres, Number of compartments: 1, Laptop Compatibility: Yes, Laptop Size: 15.6 inch  ",,
3945,," Warranty: 12 months manufacturer warranty, Weight: 405 gms  ",,
3946,," Quick Access Front Pocket, One side Pocket, Fully Lined  ",,
3947,, Feather Light  ,,
3948,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 14.5 x 29.5 x 41.5 cm; 340 Grams ",,
3949,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 6 June 2019 ",,
3950,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari ",,
3951,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B07SRGGGNC ",,
3952,," Item model number
                                    ‏
                                        :
                                    ‎
                                 MIAMI16CBROS ",,
3953,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
3954,," Department
                                    ‏
                                        :
                                    ‎
                                 womens ",,
3955,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in ",,
3956,," Packer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in ",,
3957,," Importer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in ",,
3958,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 340 g ",,
3959,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 14.5 x 29.5 x 41.5 Centimeters ",,
3960,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Casual Backpack ",,
3961,,"  Best Sellers Rank:  #1,209 in Computers & Accessories (See Top 100 in Computers & Accessories)   #93 in Laptop Backpacks  ",,
3962,, #93 in Laptop Backpacks,,
3963,,"  Customer Reviews:  

 
   4.2  4.2 out of 5 stars    
    1,437 ratings   


",,
3964,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
3965,,"

                Computers & Accessories
            
",,
3966,,"
             ›
         ",,
3967,,"

                Accessories & Peripherals
            
",,
3968,,"
             ›
         ",,
3969,,"

                Laptop Accessories
            
",,
3970,,"
             ›
         ",,
3971,,"

                Bags & Sleeves
            
",,
3972,,"
             ›
         ",,
3973,,"

                 Laptop Backpacks
             
",,
3974,,      ,,
3975,,    ,,
3976,,    ,,
3977,,    ,,
3978,,    ,,
3979,,    ,,
3980,,    ,,
3981,,    ,,
3982,,    ,,
3983,,"  
 
 ",,
3984,,"  
 
 ",,
3985,,"  
 
 ",,
3986,, To view this video download   Flash Player   ,,
3987,," 
  






  ₹619.00   


  
",,
3988,," 
  






  ₹619.00   


  
",,
3989,," ?DIMENSIONS: 32 Cm x 24 Cm x 48 Cm, CAPACITY: 35 Litres; ?NUMBER OF COMPARTMENTS: 3 full size compartments, 2 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches<br>  ",,
3990,," ?MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Grey<br>  ",,
3991,," ?SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 2 front tiffin pockets, rain cover in the side pocket<br>  ",,
3992,," ?CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product<br>  ",,
3993,, Compartment Description: Up To 15 Inches; Style Name: Daypack Backpacks; Pattern Name: Solid; Pocket Description: Utility Pocket<br>  ,,
3994,," Is Discontinued By Manufacturer
                                    ‏
                                        :
                                    ‎
                                 No ",,
3995,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 48 x 32 x 24 cm; 600 Grams ",,
3996,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 9 April 2021 ",,
3997,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 POLESTAR ",,
3998,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B09243WY6M ",,
3999,," Item model number
                                    ‏
                                        :
                                    ‎
                                 PS_ENZO_NAVYGREY ",,
4000,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
4001,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex-adult ",,
4002,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com ",,
4003,," Packer
                                    ‏
                                        :
                                    ‎
                                 JAI AMBAY ENTERPRISES, B -29 Sports & Surgical complex,Kapurthala Road, Jalandhar 140021, India +919914112308 ",,
4004,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 600 g ",,
4005,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 48 x 32 x 24 Centimeters ",,
4006,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 Number ",,
4007,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Bag with Rain cover ",,
4008,,"  Best Sellers Rank:  #753 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)   #95 in Laptop Backpacks  #111 in Casual Daypacks  #152 in School Bags  ",,
4009,, #95 in Laptop Backpacks,,
4010,, #111 in Casual Daypacks,,
4011,, #152 in School Bags,,
4012,,"  Customer Reviews:  

 
   4.1  4.1 out of 5 stars    
    3,911 ratings   


",,
4013,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
4014,,"

                Computers & Accessories
            
",,
4015,,"
             ›
         ",,
4016,,"

                Accessories & Peripherals
            
",,
4017,,"
             ›
         ",,
4018,,"

                Laptop Accessories
            
",,
4019,,"
             ›
         ",,
4020,,"

                Bags & Sleeves
            
",,
4021,,"
             ›
         ",,
4022,,"

                 Laptop Backpacks
             
",,
4023,,      ,,
4024,,    ,,
4025,,    ,,
4026,,    ,,
4027,,    ,,
4028,,    ,,
4029,,    ,,
4030,,    ,,
4031,,    ,,
4032,,"  
 
 ",,
4033,,"  
 
 ",,
4034,,"  
 
 ",,
4035,, To view this video download   Flash Player   ,,
4036,, About No Cost EMI on credit/debit cards: interest to be charged by the bank will be given as upfront discount on payment page. Know more ,,
4037,," Amazon does not charge any fee for your orders on EMI (including No-cost-EMI). However, your bank may charge a processing fee. Please check with your bank for charges. Learn more ",,
4038,,"  Click to read EMI  FAQ  and T&Cs. Know more about other products - Bajaj FinServ EMI, ZestMoney EMI ",,
4039,," Pay in easy installment without a credit/debit card. For No cost EMI you pay only the product price, equally divided over your repayment timeline ",,
4040,, Check your Amazon Pay Later Credit limit here ,,
4041,," 
  






  ₹2,490.00   


  
",,
4042,," 
  






  ₹2,490.00   


  
",,
4043,, Care Instructions: Wipe with Damp Cloth  ,,
4044,, Durable and waterproof new & special silk polyester outer material ensures your belongings stay dry  ,,
4045,, Cushioned shoulder straps and laptop compartment provide comfort and protection for your laptop while on the go  ,,
4046,, Stay organized with multiple organizer pockets inside the bag to keep your belongings in place  ,,
4047,," With a capacity of 27 liters, there is plenty of space for all your daily essentials  ",,
4048,, The latest fashion laptop bag design makes it the perfect accessory for both men and women in the office or college  ,,
4049,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 16 x 30 x 45 cm ",,
4050,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 9 June 2023 ",,
4051,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Walkent OEM ",,
4052,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0C7KLRJ93 ",,
4053,," Item model number
                                    ‏
                                        :
                                    ‎
                                 Cylapso ",,
4054,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 China ",,
4055,," Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult ",,
4056,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Walkent OEM, info@walkent.com, ☎️ 8001 655 655 ",,
4057,," Packer
                                    ‏
                                        :
                                    ‎
                                 info@walkent.com, ☎️ 8001 655 655 ",,
4058,," Importer
                                    ‏
                                        :
                                    ‎
                                 info@walkent.com, ☎️ 8001 655 655 ",,
4059,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 16 x 30 x 45 Centimeters ",,
4060,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
4061,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Laptop Bag ",,
4062,,"  Best Sellers Rank:  #33,768 in Computers & Accessories (See Top 100 in Computers & Accessories)   #1,969 in Laptop Backpacks  ",,
4063,," #1,969 in Laptop Backpacks",,
4064,,Water Resistance,,
4065,,Anti-Theft pockets & locks,,
4066,,Cushioned Laptop compartments ,,
4067,,External USB Port,,
4068,,Expandable Storage Space,,
4069,,"

                Computers & Accessories
            
",,
4070,,"
             ›
         ",,
4071,,"

                Accessories & Peripherals
            
",,
4072,,"
             ›
         ",,
4073,,"

                Laptop Accessories
            
",,
4074,,"
             ›
         ",,
4075,,"

                Bags & Sleeves
            
",,
4076,,"
             ›
         ",,
4077,,"

                 Laptop Backpacks
             
",,
4078,,      ,,
4079,,    ,,
4080,,    ,,
4081,,    ,,
4082,,    ,,
4083,,    ,,
4084,,    ,,
4085,,    ,,
4086,,    ,,
4087,,"  
 
 ",,
4088,,"  
 
 ",,
4089,, To view this video download   Flash Player   ,,
4090,,"  
 
 ",,
4091,, About No Cost EMI on credit/debit cards: interest to be charged by the bank will be given as upfront discount on payment page. Know more ,,
4092,," Amazon does not charge any fee for your orders on EMI (including No-cost-EMI). However, your bank may charge a processing fee. Please check with your bank for charges. Learn more ",,
4093,,"  Click to read EMI  FAQ  and T&Cs. Know more about other products - Bajaj FinServ EMI, ZestMoney EMI ",,
4094,," Pay in easy installment without a credit/debit card. For No cost EMI you pay only the product price, equally divided over your repayment timeline ",,
4095,, Check your Amazon Pay Later Credit limit here ,,
4096,," 
  






  ₹1,800.00   


  
",,
4097,," 
  






  ₹1,800.00   


  
",,
4098,, Care Instructions: Wipe with Damp Cloth  ,,
4099,, Handcrafted with care and made up of premium quality robust material  ,,
4100,," Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side  ",,
4101,, Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket  ,,
4102,, GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  ,,
4103,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 13.5 x 31 x 44 cm; 509 Grams ",,
4104,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 23 February 2023 ",,
4105,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Acefour Accessories Pvt. Ltd. ",,
4106,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BWNBQXDZ ",,
4107,," Item model number
                                    ‏
                                        :
                                    ‎
                                 2700EBP2BLU ",,
4108,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
4109,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex-adult ",,
4110,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800 ",,
4111,," Packer
                                    ‏
                                        :
                                    ‎
                                 Acefour Accessories Pvt. Ltd. ",,
4112,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 509 g ",,
4113,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 13.5 x 31 x 44 Centimeters ",,
4114,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
4115,,"  Best Sellers Rank:  #3,118 in Computers & Accessories (See Top 100 in Computers & Accessories)   #229 in Laptop Backpacks  ",,
4116,, #229 in Laptop Backpacks,,
4117,,"  Customer Reviews:  

 
   4.3  4.3 out of 5 stars    
    58 ratings   


",,
4118,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
4119,,"

                Sports, Fitness & Outdoors
            
",,
4120,,"
             ›
         ",,
4121,,"

                Outdoor Recreation
            
",,
4122,,"
             ›
         ",,
4123,,"

                Camping & Hiking
            
",,
4124,,"
             ›
         ",,
4125,,"

                Bags & Packs
            
",,
4126,,"
             ›
         ",,
4127,,"

                 Sports Waist Packs
             
",,
4128,,   ,,
4129,,      ,,
4130,,    ,,
4131,,    ,,
4132,,    ,,
4133,,    ,,
4134,,    ,,
4135,,    ,,
4136,,    ,,
4137,,    ,,
4138,,"  
 
 ",,
4139,,"  
 
 ",,
4140,,"  
 
 ",,
4141,, To view this video download   Flash Player   ,,
4142,," Spacious with multiple pockets: It is a trendy waist pouch with 4 separate zipper pockets of different size for all your needs;the largest pocket of this side bag can easily hold a small water bottle or a wallet; Other pockets in this belt bag can conceal your money, mobile, coins, glasses, and other tourist accessories  ",,
4143,," Water resistant RFID material: Made of premium water resistant polyester with RFID security in the front pocket, this waist bag is sturdy and provides protection to your passport and cards; It'll make a great addition for your daily errands and outdoor activities, perfect for walking, running, biking,cycling, hiking, travelling, tour, festivals, fairs, concerts and farmers market etc  ",,
4144,, International branded zippers: Zippers are a very important component of any chest bag for men and should never be compromised; This money bag uses premium SBS zipper which are used by stylish and global fashion brands  ,,
4145,," Adjustable strap: The flexible strap, with strong and reliable buckle, ranges from 20.0-46.0 inches(including the bag) and can be adjusted to accommodate a fluffy man or woman or even very skinny men or women; Easily and quickly adjusts to whatever length you need and will remain at your chosen length without loosening; It can be worn on body as chest bag for men, side bags for men, waist pouch for men, hip bag or money bag for men  ",,
4146,," Waterproof back pocket: The last pocket at the back of this fanny bag for men has waterproof inner lining and waterproof zipper; So no need to worry about keeping essential men's travel accessories like passport, mobile phone, documents and money safe in rain  ",,
4147,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 19 x 8.75 x 12.6 cm; 260 Grams ",,
4148,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 14 May 2020 ",,
4149,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Nomadik Soul Private Limited ",,
4150,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B088LHS5LP ",,
4151,," Item part number
                                    ‏
                                        :
                                    ‎
                                 WWB ",,
4152,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 China ",,
4153,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex ",,
4154,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Nomadik Soul Private Limited, Nomadik Soul Private Limited, 39, 2ND FLOOR, NGEF LANE, INDIRANAGAR, 1ST STAGE, BANGALORE, BENGALURU URBAN, KARNATAKA,560038, Customer Care Email - support@nomadiksoul.biz, Customer Care Phone - +91 9900256565 ",,
4155,," Importer
                                    ‏
                                        :
                                    ‎
                                 Nomadik Soul Private Limited, 39, 2ND FLOOR, NGEF LANE, INDIRANAGAR, 1ST STAGE, BANGALORE, BENGALURU URBAN, KARNATAKA,560038, Customer Care Email - support@nomadiksoul.biz, Customer Care Phone - +91 9900256565 ",,
4156,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 260 g ",,
4157,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 19 x 8.7 x 12.6 Centimeters ",,
4158,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 Unit ",,
4159,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Polyester Waist Bag ",,
4160,,"  Best Sellers Rank:  #144 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)   #2 in Waist Bags  #3 in Camping & Hiking Bags & Packs  ",,
